Asset Event Count (by Type),,,
Shows number of events per event type and asset,,,
Report Parameters,,,
StartTimeFilter: 31/12/2017 06:17:00 GMT,,,
EndTimeFilter: 07/01/2018 06:17:00 GMT,,,
Language: English,,,
Asset,,Event Type,Occurrences
V00685 I-78941 WT,,Tag Out,3
V00685 I-78941 WT,,Tag In,3
V00685 I-78941 WT,Count: 6,,Sum: 63
V00686 G-79441,,,
V00686 G-79441,,Tag Out,34
V00686 G-79441,,Ignition Off,36
V00686 G-79441,,Journey Periodic,789
V00686 G-79441,,Idle End,37
V00686 G-79441,,Idle Start,41
V00686 G-79441,,Power Up,6
V00686 G-79441,,Ignition On,36
V00686 G-79441,,Tag In,33
V00686 G-79441,,External Power Restore,8
V00686 G-79441,,External Power Loss,15
V00686 G-79441,,Heartbeat,8
V00686 G-79441,,Command Response,2
V00686 G-79441,Count: 12,,Sum: 1045
V00687 G-79433,,,
V00687 G-79433,,Idle End,36
V00687 G-79433,,Idle Start,37
V00687 G-79433,,Journey Periodic,627
V00687 G-79433,,Ignition On,39
V00687 G-79433,,External Power Restore,4
V00687 G-79433,,External Power Loss,4
V00687 G-79433,,Ignition Off,39
V00687 G-79433,,Power Up,26
V00687 G-79433,,Heartbeat,9
V00687 G-79433,,Command Response,5
V00687 G-79433,Count: 10,,Sum: 826
V00688 G-79414,,,
V00688 G-79414,,Journey Periodic,661
V00688 G-79414,,Idle End,31
V00688 G-79414,,Idle Start,33
V00688 G-79414,,Power Up,5
V00688 G-79414,,Ignition On,8
V00688 G-79414,,Ignition Off,7
V00688 G-79414,,Heartbeat,5
V00688 G-79414,,External Power Restore,2
V00688 G-79414,,External Power Loss,3
V00688 G-79414,,Command Response,3
V00688 G-79414,,Tag In,3
V00688 G-79414,,Tag Out,3
V00688 G-79414,Count: 12,,Sum: 764
V00694 G-77269 WT,,,
V00694 G-77269 WT,,Journey Periodic,3369
V00694 G-77269 WT,,Ignition On,20
V00694 G-77269 WT,,Tag In,20
V00694 G-77269 WT,,Tag Out,20
V00694 G-77269 WT,,Journey Summary,20
V00694 G-77269 WT,,Ignition Off,20
V00694 G-77269 WT,,Heartbeat,14
V00694 G-77269 WT,Count: 7,,Sum: 3483
V00695 I-80366 TT,,,
V00695 I-80366 TT,,Journey Periodic,2025
V00695 I-80366 TT,,Harsh Cornering,7
V00695 I-80366 TT,,Ignition On,8
V00695 I-80366 TT,,Journey Summary,8
V00695 I-80366 TT,,Ignition Off,8
V00695 I-80366 TT,,Overspeed End,1
V00695 I-80366 TT,,Overspeed Start,1
V00695 I-80366 TT,,Harsh Acceleration,2
V00695 I-80366 TT,,Heartbeat,11
V00695 I-80366 TT,,Idle End,7
V00695 I-80366 TT,,Idle Start,7
V00695 I-80366 TT,,Power Up,3
V00695 I-80366 TT,,External Power Restore,4
V00695 I-80366 TT,,External Power Loss,4
V00695 I-80366 TT,Count: 14,,Sum: 2096
V00697 B-68236,,,
V00697 B-68236,,Tag Out,24
V00697 B-68236,,Journey Summary,25
V00697 B-68236,,Ignition Off,25
V00697 B-68236,,Journey Periodic,714
V00697 B-68236,,Ignition On,25
V00697 B-68236,,Tag In,24
V00697 B-68236,,Heartbeat,14
V00697 B-68236,,Power Up,4
V00697 B-68236,,Harsh Cornering,15
V00697 B-68236,,Overspeed End,56
V00697 B-68236,,Overspeed Start,56
V00697 B-68236,,Idle End,1
V00697 B-68236,,Idle Start,1
V00697 B-68236,,Harsh Acceleration,1
V00697 B-68236,Count: 14,,Sum: 985
V00698 B-40318,,,
V00698 B-40318,,Tag Out,59
V00698 B-40318,,Journey Summary,58
V00698 B-40318,,Ignition Off,59
V00698 B-40318,,Journey Periodic,2359
V00698 B-40318,,Overspeed End,260
V00698 B-40318,,Overspeed Start,261
V00698 B-40318,,Idle End,6
V00698 B-40318,,Idle Start,6
V00698 B-40318,,Ignition On,59
V00698 B-40318,,Tag In,60
V00698 B-40318,,Harsh Acceleration,14
V00698 B-40318,,Heartbeat,14
V00698 B-40318,,Harsh Cornering,46
V00698 B-40318,,Harsh Deceleration,5
V00698 B-40318,Count: 14,,Sum: 3266
V00699 A-59706,,,
V00699 A-59706,,Tag Out,38
V00699 A-59706,,Journey Summary,37
V00699 A-59706,,Ignition Off,38
V00699 A-59706,,Journey Periodic,2178
V00699 A-59706,,Harsh Acceleration,40
V00699 A-59706,,Ignition On,38
V00699 A-59706,,Tag In,37
V00699 A-59706,,Geofence Exit,18
V00699 A-59706,,Geofence Entry,18
V00699 A-59706,,Harsh Cornering,54
V00699 A-59706,,Overspeed End,29
V00699 A-59706,,Overspeed Start,30
V00699 A-59706,,Heartbeat,14
V00699 A-59706,,Power Up,1
V00699 A-59706,,Harsh Deceleration,2
V00699 A-59706,,Idle Start,1
V00699 A-59706,Count: 16,,Sum: 2573
V00701 C-10429 WT,,,
V00701 C-10429 WT,,Journey Periodic,3877
V00701 C-10429 WT,,Ignition On,9
V00701 C-10429 WT,,Tag In,7
V00701 C-10429 WT,,Heartbeat,13
V00701 C-10429 WT,,Journey Summary,9
V00701 C-10429 WT,,Ignition Off,9
V00701 C-10429 WT,,Tag Out,7
V00701 C-10429 WT,,Idle End,1
V00701 C-10429 WT,,Idle Start,1
V00701 C-10429 WT,,Power Up,1
V00701 C-10429 WT,,External Power Restore,1
V00701 C-10429 WT,,External Power Loss,1
V00701 C-10429 WT,Count: 12,,Sum: 3936
V00702 B-76281,,,
V00702 B-76281,,Journey Periodic,396
V00702 B-76281,,Ignition On,20
V00702 B-76281,,Ignition Off,20
V00702 B-76281,,Tag In,15
V00702 B-76281,,Tag Out,14
V00702 B-76281,,Power Up,5
V00702 B-76281,,External Power Restore,5
V00702 B-76281,,External Power Loss,6
V00702 B-76281,,Heartbeat,4
V00702 B-76281,Count: 9,,Sum: 485
V00703 A-86099,,,
V00703 A-86099,,Journey Periodic,324
V00703 A-86099,,Idle Start,15
V00703 A-86099,,Ignition On,45
V00703 A-86099,,Ignition Off,45
V00703 A-86099,,Idle End,9
V00703 A-86099,,Power Up,5
V00703 A-86099,,Heartbeat,7
V00703 A-86099,,External Power Restore,2
V00703 A-86099,,External Power Loss,2
V00703 A-86099,,Tag Out,24
V00703 A-86099,,Tag In,4
V00703 A-86099,,Command Response,1
V00703 A-86099,Count: 12,,Sum: 483
V00704 B-79835,,,
V00704 B-79835,,Heartbeat,8
V00704 B-79835,,Tag Out,4
V00704 B-79835,,Ignition Off,7
V00704 B-79835,,Journey Periodic,171
V00704 B-79835,,Idle Start,2
V00704 B-79835,,Ignition On,7
V00704 B-79835,,Tag In,4
V00704 B-79835,,Command Response,1
V00704 B-79835,,External Power Restore,8
V00704 B-79835,,External Power Loss,7
V00704 B-79835,,Power Up,2
V00704 B-79835,Count: 11,,Sum: 221
V00705 B-48046,,,
V00705 B-48046,,Journey Periodic,103
V00705 B-48046,,Ignition On,12
V00705 B-48046,,Ignition Off,12
V00705 B-48046,,Idle Start,6
V00705 B-48046,,Heartbeat,12
V00705 B-48046,,Command Response,1
V00705 B-48046,Count: 6,,Sum: 146
V00706 B-36179,,,
V00707 B-93744,,,
V00708 I-79433 TT,,,
V00708 I-79433 TT,,Tag Out,25
V00708 I-79433 TT,,Journey Summary,28
V00708 I-79433 TT,,Ignition Off,29
V00708 I-79433 TT,,Journey Periodic,4827
V00708 I-79433 TT,,Idle Start,44
V00708 I-79433 TT,,Ignition On,27
V00708 I-79433 TT,,Tag In,24
V00708 I-79433 TT,,Power Up,1
V00708 I-79433 TT,,Heartbeat,15
V00708 I-79433 TT,,Harsh Acceleration,7
V00708 I-79433 TT,,Idle End,35
V00708 I-79433 TT,,Overspeed End,4
V00708 I-79433 TT,,Overspeed Start,4
V00708 I-79433 TT,Count: 13,,Sum: 5070
V00709 A-96197,,,
V00709 A-96197,,Heartbeat,6
V00709 A-96197,,Tag Out,43
V00709 A-96197,,Tag In,51
V00709 A-96197,,Ignition Off,21
V00709 A-96197,,Journey Periodic,2
V00709 A-96197,,Ignition On,21
V00709 A-96197,,Power Up,5
V00709 A-96197,,External Power Restore,5
V00709 A-96197,,External Power Loss,6
V00709 A-96197,Count: 9,,Sum: 160
V00710 A-36398,,,
V00710 A-36398,,External Power Loss,35
V00710 A-36398,,Journey Periodic,470
V00710 A-36398,,Idle Start,25
V00710 A-36398,,Idle End,23
V00710 A-36398,,Power Up,24
V00710 A-36398,,Ignition On,44
V00710 A-36398,,External Power Restore,27
V00710 A-36398,,Heartbeat,8
V00710 A-36398,,Command Response,2
V00710 A-36398,Count: 9,,Sum: 658
V00711 B-99243,,,
V00711 B-99243,,Journey Periodic,613
V00711 B-99243,,Ignition On,33
V00711 B-99243,,Tag In,35
V00711 B-99243,,Tag Out,35
V00711 B-99243,,Ignition Off,33
V00711 B-99243,,Idle End,29
V00711 B-99243,,Idle Start,30
V00711 B-99243,,Heartbeat,14
V00711 B-99243,,External Power Restore,3
V00711 B-99243,,External Power Loss,3
V00711 B-99243,,Command Response,2
V00711 B-99243,Count: 11,,Sum: 830
V00712 G-55273,,,
V00712 G-55273,,Tag In,2
V00712 G-55273,,Power Up,4
V00712 G-55273,,Tag Out,2
V00712 G-55273,,External Power Restore,5
V00712 G-55273,,External Power Loss,5
V00712 G-55273,,Heartbeat,5
V00712 G-55273,,Command Response,1
V00712 G-55273,Count: 7,,Sum: 24
V00713 I-81068,,,
V00713 I-81068,,Journey Periodic,627
V00713 I-81068,,Idle End,32
V00713 I-81068,,Idle Start,37
V00713 I-81068,,Ignition On,32
V00713 I-81068,,Ignition Off,32
V00713 I-81068,,Power Up,6
V00713 I-81068,,External Power Restore,7
V00713 I-81068,,External Power Loss,7
V00713 I-81068,,Heartbeat,6
V00713 I-81068,,Command Response,1
V00713 I-81068,Count: 10,,Sum: 787
V00715 B-42071,,,
V00715 B-42071,,Ignition On,73
V00715 B-42071,,Tag In,63
V00715 B-42071,,Tag Out,62
V00715 B-42071,,Ignition Off,72
V00715 B-42071,,Journey Periodic,116
V00715 B-42071,,External Power Restore,13
V00715 B-42071,,External Power Loss,13
V00715 B-42071,,Heartbeat,14
V00715 B-42071,,Idle End,1
V00715 B-42071,,Idle Start,1
V00715 B-42071,,Command Response,2
V00715 B-42071,Count: 11,,Sum: 430
V00716 I-79601,,,
V00716 I-79601,,Ignition Off,28
V00716 I-79601,,Ignition On,28
V00716 I-79601,,Journey Periodic,19
V00716 I-79601,,Heartbeat,14
V00716 I-79601,,External Power Restore,1
V00716 I-79601,,External Power Loss,1
V00716 I-79601,,Command Response,1
V00716 I-79601,Count: 7,,Sum: 92
V00717 I-80829,,,
V00718 E-26537 TT,,,
V00718 E-26537 TT,,Journey Summary,3
V00718 E-26537 TT,,Ignition Off,3
V00718 E-26537 TT,,Journey Periodic,19
V00718 E-26537 TT,,Power Up,3
V00718 E-26537 TT,,Ignition On,3
V00718 E-26537 TT,,External Power Restore,3
V00718 E-26537 TT,,External Power Loss,4
V00718 E-26537 TT,,Tag In,2
V00718 E-26537 TT,,Tag Out,1
V00718 E-26537 TT,Count: 9,,Sum: 41
V00719 G-57485,,,
V00719 G-57485,,Heartbeat,13
V00719 G-57485,,Tag Out,2
V00719 G-57485,,Ignition Off,2
V00719 G-57485,,Ignition On,2
V00719 G-57485,,Tag In,2
V00719 G-57485,,Journey Periodic,1
V00719 G-57485,Count: 6,,Sum: 22
V00721 C-90391,,,
V00721 C-90391,,Heartbeat,21
V00721 C-90391,,Tag Out,1
V00721 C-90391,,Ignition Off,1
V00721 C-90391,,Journey Periodic,1
V00721 C-90391,,Ignition On,1
V00721 C-90391,,Tag In,1
V00721 C-90391,,Command Response,1
V00721 C-90391,,Power Up,1
V00721 C-90391,Count: 8,,Sum: 28
V00722 G-55427,,,
V00722 G-55427,,Journey Periodic,639
V00722 G-55427,,Ignition On,38
V00722 G-55427,,Tag In,41
V00722 G-55427,,Tag Out,41
V00722 G-55427,,Ignition Off,38
V00722 G-55427,,Heartbeat,14
V00722 G-55427,,Idle End,1
V00722 G-55427,,Idle Start,1
V00722 G-55427,,Command Response,1
V00722 G-55427,Count: 9,,Sum: 814
V00725 C-10430,,,
V00725 C-10430,,Tag Out,13
V00725 C-10430,,Journey Summary,17
V00725 C-10430,,Ignition Off,17
V00725 C-10430,,Journey Periodic,183
V00725 C-10430,,Overspeed End,41
V00725 C-10430,,Overspeed Start,41
V00725 C-10430,,Ignition On,17
V00725 C-10430,,Tag In,12
V00725 C-10430,,Heartbeat,11
V00725 C-10430,,Idle End,6
V00725 C-10430,,Idle Start,7
V00725 C-10430,,Power Up,2
V00725 C-10430,,Harsh Cornering,4
V00725 C-10430,,Harsh Acceleration,1
V00725 C-10430,,External Power Restore,1
V00725 C-10430,,External Power Loss,1
V00725 C-10430,Count: 16,,Sum: 374
V00726 C-96454,,,
V00726 C-96454,,Tag Out,17
V00726 C-96454,,Ignition Off,19
V00726 C-96454,,Journey Periodic,1710
V00726 C-96454,,Harsh Cornering,23
V00726 C-96454,,Overspeed End,125
V00726 C-96454,,Overspeed Start,125
V00726 C-96454,,Ignition On,20
V00726 C-96454,,Tag In,17
V00726 C-96454,,Heartbeat,16
V00726 C-96454,,Journey Summary,19
V00726 C-96454,,Idle End,5
V00726 C-96454,,Idle Start,5
V00726 C-96454,,Harsh Acceleration,1
V00726 C-96454,,Command Response,1
V00726 C-96454,,Power Up,3
V00726 C-96454,Count: 15,,Sum: 2106
V00727 F-47210,,,
V00727 F-47210,,Tag Out,20
V00727 F-47210,,Journey Summary,22
V00727 F-47210,,Ignition Off,23
V00727 F-47210,,Journey Periodic,1497
V00727 F-47210,,Idle End,5
V00727 F-47210,,Idle Start,5
V00727 F-47210,,Ignition On,23
V00727 F-47210,,Tag In,18
V00727 F-47210,,Heartbeat,15
V00727 F-47210,,Overspeed End,1
V00727 F-47210,,Overspeed Start,1
V00727 F-47210,,Harsh Acceleration,10
V00727 F-47210,,Power Up,5
V00727 F-47210,,Harsh Cornering,8
V00727 F-47210,,Harsh Deceleration,1
V00727 F-47210,Count: 15,,Sum: 1654
V00728 C-90374,,,
V00728 C-90374,,Tag Out,22
V00728 C-90374,,Journey Summary,24
V00728 C-90374,,Ignition Off,24
V00728 C-90374,,Journey Periodic,657
V00728 C-90374,,Tag In,22
V00728 C-90374,,Ignition On,25
V00728 C-90374,,Heartbeat,15
V00728 C-90374,,Overspeed End,7
V00728 C-90374,,Overspeed Start,8
V00728 C-90374,,Harsh Cornering,3
V00728 C-90374,,Idle End,1
V00728 C-90374,,Idle Start,1
V00728 C-90374,,Power Up,3
V00728 C-90374,Count: 13,,Sum: 812
V00729 B-10705,,,
V00729 B-10705,,Tag Out,14
V00729 B-10705,,Journey Summary,13
V00729 B-10705,,Ignition Off,13
V00729 B-10705,,Journey Periodic,1040
V00729 B-10705,,Harsh Acceleration,12
V00729 B-10705,,Geofence Exit,21
V00729 B-10705,,Geofence Entry,21
V00729 B-10705,,Idle End,8
V00729 B-10705,,Idle Start,8
V00729 B-10705,,Tag In,14
V00729 B-10705,,Ignition On,14
V00729 B-10705,,Heartbeat,15
V00729 B-10705,,Overspeed End,1
V00729 B-10705,,Overspeed Start,1
V00729 B-10705,,Harsh Deceleration,1
V00729 B-10705,,Harsh Cornering,2
V00729 B-10705,,Power Up,6
V00729 B-10705,Count: 17,,Sum: 1204
V00730 C-27361,,,
V00730 C-27361,,Tag Out,28
V00730 C-27361,,Journey Summary,28
V00730 C-27361,,Ignition Off,28
V00730 C-27361,,Journey Periodic,1682
V00730 C-27361,,Overspeed End,133
V00730 C-27361,,Overspeed Start,130
V00730 C-27361,,Idle End,6
V00730 C-27361,,Idle Start,7
V00730 C-27361,,Geofence Exit,12
V00730 C-27361,,Geofence Entry,12
V00730 C-27361,,Ignition On,28
V00730 C-27361,,Tag In,28
V00730 C-27361,,Heartbeat,14
V00730 C-27361,,Harsh Acceleration,11
V00730 C-27361,,Harsh Cornering,36
V00730 C-27361,,Power Up,1
V00730 C-27361,Count: 16,,Sum: 2184
V00731 C-97834,,,
V00731 C-97834,,External Power Loss,173
V00731 C-97834,,Power Up,38
V00731 C-97834,,Ignition On,114
V00731 C-97834,,Journey Periodic,1684
V00731 C-97834,,External Power Restore,160
V00731 C-97834,,Heartbeat,15
V00731 C-97834,,Journey Summary,28
V00731 C-97834,,Ignition Off,38
V00731 C-97834,,Overspeed End,50
V00731 C-97834,,Overspeed Start,50
V00731 C-97834,,Harsh Cornering,12
V00731 C-97834,,Tag Out,4
V00731 C-97834,,Tag In,4
V00731 C-97834,,Idle End,1
V00731 C-97834,,Idle Start,1
V00731 C-97834,Count: 15,,Sum: 2372
V00732 F-21025,,,
V00732 F-21025,,Tag Out,19
V00732 F-21025,,Journey Summary,19
V00732 F-21025,,Ignition Off,19
V00732 F-21025,,Journey Periodic,976
V00732 F-21025,,Harsh Acceleration,12
V00732 F-21025,,Harsh Deceleration,3
V00732 F-21025,,Ignition On,19
V00732 F-21025,,Tag In,19
V00732 F-21025,,Heartbeat,17
V00732 F-21025,,Idle End,2
V00732 F-21025,,Idle Start,2
V00732 F-21025,,Harsh Cornering,4
V00732 F-21025,,Power Up,3
V00732 F-21025,Count: 13,,Sum: 1114
V00733 K-69320 DT,,,
V00733 K-69320 DT,,Periodic Report,150
V00733 K-69320 DT,,Heartbeat,10
V00733 K-69320 DT,,Ignition Off,23
V00733 K-69320 DT,,Journey Periodic,1111
V00733 K-69320 DT,,Ignition On,23
V00733 K-69320 DT,,Stop Moving Report,36
V00733 K-69320 DT,,Start Moving Report,36
V00733 K-69320 DT,,Idle End,14
V00733 K-69320 DT,,Idle Start,15
V00733 K-69320 DT,,Tag Out,1
V00733 K-69320 DT,,Harsh Deceleration,3
V00733 K-69320 DT,,Harsh Acceleration,5
V00733 K-69320 DT,,Tag In,1
V00733 K-69320 DT,,Geofence Entry,2
V00733 K-69320 DT,,Power Up,2
V00733 K-69320 DT,,Sensor Status Report,2
V00733 K-69320 DT,,GPS Acquired,2
V00733 K-69320 DT,,Power Restore,2
V00733 K-69320 DT,,Text Message,7
V00733 K-69320 DT,Count: 19,,Sum: 1445
V00734 K-69319,,,
V00734 K-69319,,Heartbeat,4
V00734 K-69319,,Tag Out,9
V00734 K-69319,,Tag In,9
V00734 K-69319,,Ignition Off,8
V00734 K-69319,,Journey Periodic,38
V00734 K-69319,,Power Up,3
V00734 K-69319,,Ignition On,8
V00734 K-69319,,External Power Restore,5
V00734 K-69319,,External Power Loss,5
V00734 K-69319,Count: 9,,Sum: 89
V00735 A-58190 TT,,,
V00735 A-58190 TT,,Journey Periodic,4484
V00735 A-58190 TT,,Ignition On,24
V00735 A-58190 TT,,Tag In,24
V00735 A-58190 TT,,Tag Out,24
V00735 A-58190 TT,,Journey Summary,24
V00735 A-58190 TT,,Ignition Off,24
V00735 A-58190 TT,,Overspeed End,13
V00735 A-58190 TT,,Overspeed Start,13
V00735 A-58190 TT,,Heartbeat,14
V00735 A-58190 TT,,Harsh Acceleration,4
V00735 A-58190 TT,,Idle End,32
V00735 A-58190 TT,,Idle Start,36
V00735 A-58190 TT,,Harsh Deceleration,1
V00735 A-58190 TT,,Power Up,2
V00735 A-58190 TT,,Harsh Cornering,8
V00735 A-58190 TT,Count: 15,,Sum: 4727
V00736 D-88265 TT,,,
V00736 D-88265 TT,,Journey Periodic,5762
V00736 D-88265 TT,,Idle Start,35
V00736 D-88265 TT,,Harsh Cornering,11
V00736 D-88265 TT,,Overspeed End,99
V00736 D-88265 TT,,Overspeed Start,100
V00736 D-88265 TT,,Idle End,31
V00736 D-88265 TT,,Ignition On,24
V00736 D-88265 TT,,Tag In,20
V00736 D-88265 TT,,Heartbeat,14
V00736 D-88265 TT,,Tag Out,20
V00736 D-88265 TT,,Journey Summary,22
V00736 D-88265 TT,,Ignition Off,22
V00736 D-88265 TT,,Harsh Acceleration,3
V00736 D-88265 TT,,Power Up,2
V00736 D-88265 TT,Count: 14,,Sum: 6165
V00737 K-69321,,,
V00739 K-69326,,,
V00739 K-69326,,Heartbeat,13
V00739 K-69326,,Command Response,1
V00739 K-69326,,Ignition Off,4
V00739 K-69326,,Ignition On,4
V00739 K-69326,,Journey Periodic,1
V00739 K-69326,Count: 5,,Sum: 23
V00740 K-69327,,,
V00741 K-69331,,,
V00741 K-69331,,Journey Periodic,103
V00741 K-69331,,Ignition On,28
V00741 K-69331,,Heartbeat,13
V00741 K-69331,,Ignition Off,27
V00741 K-69331,,Idle End,1
V00741 K-69331,,Idle Start,2
V00741 K-69331,,Command Response,1
V00741 K-69331,,Tag Out,1
V00741 K-69331,,Tag In,1
V00741 K-69331,Count: 9,,Sum: 177
V00742 K-69352,,,
V00742 K-69352,,Heartbeat,14
V00742 K-69352,,Tag In,14
V00742 K-69352,,Command Response,1
V00742 K-69352,,Tag Out,10
V00742 K-69352,,Ignition Off,11
V00742 K-69352,,Journey Periodic,97
V00742 K-69352,,Ignition On,10
V00742 K-69352,,Power Up,1
V00742 K-69352,Count: 8,,Sum: 158
V00743 K-69353,,,
V00743 K-69353,,Tag Out,20
V00743 K-69353,,Ignition Off,16
V00743 K-69353,,Journey Periodic,21
V00743 K-69353,,Ignition On,16
V00743 K-69353,,Tag In,21
V00743 K-69353,,Heartbeat,13
V00743 K-69353,,Command Response,1
V00743 K-69353,Count: 7,,Sum: 108
V00744 A-54190 RT,,,
V00744 A-54190 RT,,Tag Out,17
V00744 A-54190 RT,,Journey Summary,17
V00744 A-54190 RT,,Ignition Off,17
V00744 A-54190 RT,,Journey Periodic,3176
V00744 A-54190 RT,,Ignition On,16
V00744 A-54190 RT,,Tag In,16
V00744 A-54190 RT,,Idle End,31
V00744 A-54190 RT,,Idle Start,31
V00744 A-54190 RT,,Heartbeat,15
V00744 A-54190 RT,,Harsh Cornering,7
V00744 A-54190 RT,,Overspeed End,2
V00744 A-54190 RT,,Overspeed Start,2
V00744 A-54190 RT,,Power Up,2
V00744 A-54190 RT,Count: 13,,Sum: 3349
V00745 C-39060 RT,,,
V00745 C-39060 RT,,Power Up,6
V00745 C-39060 RT,,Heartbeat,13
V00745 C-39060 RT,,Tag Out,6
V00745 C-39060 RT,,Tag In,6
V00745 C-39060 RT,,Journey Summary,5
V00745 C-39060 RT,,Ignition Off,5
V00745 C-39060 RT,,Ignition On,5
V00745 C-39060 RT,,Journey Periodic,6
V00745 C-39060 RT,Count: 8,,Sum: 52
V00747 C-27438 TT,,,
V00747 C-27438 TT,,Tag Out,20
V00747 C-27438 TT,,Journey Summary,20
V00747 C-27438 TT,,Ignition Off,20
V00747 C-27438 TT,,Journey Periodic,1388
V00747 C-27438 TT,,Ignition On,19
V00747 C-27438 TT,,Tag In,19
V00747 C-27438 TT,,Idle End,10
V00747 C-27438 TT,,Idle Start,14
V00747 C-27438 TT,,Heartbeat,14
V00747 C-27438 TT,,Power Up,5
V00747 C-27438 TT,Count: 10,,Sum: 1529
V00748 B-15967 TT,,,
V00748 B-15967 TT,,Power Up,6
V00748 B-15967 TT,,Heartbeat,6
V00748 B-15967 TT,Count: 2,,Sum: 12
V00749 B 10702 TT,,,
V00750 K 69029 TT,,,
V00750 K 69029 TT,,Journey Periodic,762
V00750 K 69029 TT,,Idle End,6
V00750 K 69029 TT,,Idle Start,9
V00750 K 69029 TT,,Overspeed End,7
V00750 K 69029 TT,,Overspeed Start,7
V00750 K 69029 TT,,Power Up,6
V00750 K 69029 TT,,Ignition On,14
V00750 K 69029 TT,,Tag In,17
V00750 K 69029 TT,,Heartbeat,13
V00750 K 69029 TT,,Tag Out,16
V00750 K 69029 TT,,Journey Summary,13
V00750 K 69029 TT,,Ignition Off,13
V00750 K 69029 TT,,Harsh Cornering,3
V00750 K 69029 TT,Count: 13,,Sum: 886
V00751 K-69033 TT,,,
V00751 K-69033 TT,,Tag Out,21
V00751 K-69033 TT,,Journey Summary,23
V00751 K-69033 TT,,Ignition Off,23
V00751 K-69033 TT,,Journey Periodic,2570
V00751 K-69033 TT,,Ignition On,22
V00751 K-69033 TT,,Tag In,20
V00751 K-69033 TT,,Heartbeat,15
V00751 K-69033 TT,,Overspeed End,13
V00751 K-69033 TT,,Overspeed Start,13
V00751 K-69033 TT,,Idle End,20
V00751 K-69033 TT,,Idle Start,21
V00751 K-69033 TT,,Harsh Cornering,5
V00751 K-69033 TT,,Harsh Acceleration,4
V00751 K-69033 TT,,Power Up,1
V00751 K-69033 TT,Count: 14,,Sum: 2771
V00752 K-69032 TT,,,
V00752 K-69032 TT,,Journey Periodic,4676
V00752 K-69032 TT,,Overspeed End,114
V00752 K-69032 TT,,Overspeed Start,114
V00752 K-69032 TT,,Idle End,38
V00752 K-69032 TT,,Idle Start,41
V00752 K-69032 TT,,Ignition On,35
V00752 K-69032 TT,,Tag In,19
V00752 K-69032 TT,,Tag Out,18
V00752 K-69032 TT,,Journey Summary,35
V00752 K-69032 TT,,Ignition Off,35
V00752 K-69032 TT,,Harsh Cornering,29
V00752 K-69032 TT,,Heartbeat,14
V00752 K-69032 TT,,Harsh Acceleration,4
V00752 K-69032 TT,,Harsh Deceleration,3
V00752 K-69032 TT,,Command Response,1
V00752 K-69032 TT,,Normal Mode On,1
V00752 K-69032 TT,Count: 16,,Sum: 5177
V00753 K-69039 WT,,,
V00753 K-69039 WT,,Journey Periodic,3435
V00753 K-69039 WT,,Ignition On,25
V00753 K-69039 WT,,Journey Summary,25
V00753 K-69039 WT,,Ignition Off,25
V00753 K-69039 WT,,Heartbeat,14
V00753 K-69039 WT,,Harsh Cornering,1
V00753 K-69039 WT,,Harsh Acceleration,1
V00753 K-69039 WT,Count: 7,,Sum: 3526
V00754 A-46789 TT,,,
V00754 A-46789 TT,,Journey Periodic,2162
V00754 A-46789 TT,,Ignition On,17
V00754 A-46789 TT,,Tag In,17
V00754 A-46789 TT,,Heartbeat,14
V00754 A-46789 TT,,Tag Out,17
V00754 A-46789 TT,,Journey Summary,17
V00754 A-46789 TT,,Ignition Off,17
V00754 A-46789 TT,,Power Up,4
V00754 A-46789 TT,,Idle Start,4
V00754 A-46789 TT,,Idle End,3
V00754 A-46789 TT,,Harsh Acceleration,1
V00754 A-46789 TT,Count: 11,,Sum: 2273
V00755 K-15670 TT,,,
V00755 K-15670 TT,,Journey Summary,26
V00755 K-15670 TT,,Ignition Off,26
V00755 K-15670 TT,,Journey Periodic,2064
V00755 K-15670 TT,,Idle End,13
V00755 K-15670 TT,,Idle Start,15
V00755 K-15670 TT,,Overspeed End,29
V00755 K-15670 TT,,Overspeed Start,29
V00755 K-15670 TT,,Ignition On,27
V00755 K-15670 TT,,Heartbeat,14
V00755 K-15670 TT,,Power Up,1
V00755 K-15670 TT,,Harsh Acceleration,1
V00755 K-15670 TT,Count: 11,,Sum: 2245
V00756 A 53597,,,
V00756 A 53597,,Journey Periodic,546
V00756 A 53597,,Idle Start,24
V00756 A 53597,,Idle End,8
V00756 A 53597,,Ignition On,40
V00756 A 53597,,Tag In,28
V00756 A 53597,,Tag Out,27
V00756 A 53597,,Ignition Off,39
V00756 A 53597,,Heartbeat,14
V00756 A 53597,,Command Response,1
V00756 A 53597,Count: 9,,Sum: 727
V00757 B 14085,,,
V00757 B 14085,,Tag Out,22
V00757 B 14085,,Journey Summary,25
V00757 B 14085,,Ignition Off,25
V00757 B 14085,,Journey Periodic,1636
V00757 B 14085,,Overspeed End,57
V00757 B 14085,,Overspeed Start,57
V00757 B 14085,,Ignition On,25
V00757 B 14085,,Tag In,22
V00757 B 14085,,Heartbeat,14
V00757 B 14085,,Idle Start,7
V00757 B 14085,,Power Up,3
V00757 B 14085,,Harsh Cornering,14
V00757 B 14085,,Harsh Deceleration,2
V00757 B 14085,,Idle End,4
V00757 B 14085,,Harsh Acceleration,3
V00757 B 14085,Count: 15,,Sum: 1916
V00758 A-12373,,,
V00758 A-12373,,Journey Periodic,507
